"Step","model_class_str: fully_connected - valid_mse","model_class_str: fully_connected - valid_mse__MIN","model_class_str: fully_connected - valid_mse__MAX"
"50","0.013793019112199545","0.013555040583014488","0.014030997641384602"
"101","0.01380787044763565","0.013750670477747917","0.013865070417523384"
"152","0.013834238518029451","0.013721014373004436","0.013947462663054466"
"203","0.013441427145153284","0.01326325535774231","0.013619598932564259"
"254","0.013439480680972338","0.013073158450424671","0.013805802911520004"
"305","0.01342629361897707","0.013282963074743748","0.013569624163210392"
"356","0.013693099841475487","0.013226248323917389","0.014159951359033585"
"407","0.013158172834664583","0.013048469088971615","0.013267876580357552"
"458","0.012696626130491495","0.012510997243225574","0.012882255017757416"
"509","0.01211571553722024","0.011812684126198292","0.012418746948242188"
"560","0.011528345290571451","0.011216847226023674","0.011839843355119228"
"611","0.011691959574818611","0.011393959634006023","0.011989959515631199"
"662","0.011456735897809267","0.010944762267172337","0.011968709528446198"
"713","0.011261482257395983","0.010901566594839096","0.01162139791995287"
"764","0.010976321063935757","0.010673043318092823","0.01127959880977869"
"815","0.011065094266086817","0.010733111761510372","0.011397076770663261"
"866","0.010893011931329966","0.010877781547605991","0.01090824231505394"
"917","0.010683216154575348","0.010562549345195293","0.010803882963955402"
"968","0.010500081349164248","0.010363660752773285","0.01063650194555521"
"1050","0.010149080771952868","0.0098262345418334","0.010471927002072334"
"1101","0.009499318897724152","0.009206064976751804","0.009792572818696499"
"1152","0.009269907604902983","0.009258291684091091","0.009281523525714874"
"1203","0.009485603775829077","0.009201367385685444","0.00976984016597271"
"1254","0.008992137853056192","0.008783425204455853","0.009200850501656532"
"1305","0.008681061677634716","0.008611008524894714","0.008751114830374718"
"1356","0.008298840373754501","0.00818881019949913","0.008408870548009872"
"1407","0.008339050691574812","0.008312270976603031","0.008365830406546593"
"1458","0.008526915684342384","0.008246378973126411","0.008807452395558357"
"1509","0.007907927269116044","0.00762291019782424","0.008192944340407848"
"1560","0.008270926540717483","0.0078054009936749935","0.008736452087759972"
"1611","0.007883713115006685","0.007706928998231888","0.008060497231781483"
"1662","0.007920927135273814","0.007614282425493002","0.008227571845054626"
"1713","0.007798352045938373","0.007527679670602083","0.008069024421274662"
"1764","0.008166661020368338","0.008076696656644344","0.008256625384092331"
"1815","0.007959890179336071","0.007504351437091827","0.008415428921580315"
"1866","0.007704678922891617","0.007534150965511799","0.007875206880271435"
"1917","0.007907917723059654","0.00783475860953331","0.007981076836585999"
"1968","0.007513532415032387","0.007031030021607876","0.007996034808456898"
"2050","0.007799297338351607","0.00779531616717577","0.007803278509527445"
"2101","0.007441539317369461","0.007125786505639553","0.007757292129099369"
"2152","0.007466647308319807","0.007403253577649593","0.007530041038990021"
"2203","0.007629356579855084","0.007578618358820677","0.007680094800889492"
"2254","0.007402187678962946","0.006999113131314516","0.007805262226611376"
"2305","0.007444942835718393","0.007227601949125528","0.007662283722311258"
"2356","0.007228204980492592","0.006971010938286781","0.007485399022698402"
"2407","0.0076080141589045525","0.007589701563119888","0.007626326754689217"
"2458","0.007317519513890147","0.007030039560049772","0.007604999467730522"
"2509","0.007201914908364415","0.006895382888615131","0.007508446928113699"
"2560","0.007324625505134463","0.007046189624816179","0.007603061385452747"
"2611","0.007281268015503883","0.00722294207662344","0.007339593954384327"
"2662","0.007297271164134145","0.007084474433213472","0.007510067895054817"
"2713","0.007388963829725981","0.007189617957919836","0.0075883097015321255"
"2764","0.007258568424731493","0.006996240001171827","0.007520896848291159"
"2815","0.007032780442386866","0.006725044921040535","0.007340515963733196"
"2866","0.007098576752468944","0.006778251845389605","0.007418901659548283"
"2917","0.007432594895362854","0.00733204698190093","0.007533142808824778"
"2968","0.0070772008039057255","0.007043646182864904","0.0071107554249465466"
"3050","0.007028242573142052","0.006611068733036518","0.007445416413247585"
"3101","0.007031104760244489","0.006982368882745504","0.007079840637743473"
"3152","0.007091789040714502","0.007001504767686129","0.007182073313742876"
"3203","0.006839294219389558","0.006560021545737982","0.007118566893041134"
"3254","0.007281494326889515","0.007125691045075655","0.007437297608703375"
"3305","0.007214227458462119","0.00695576798170805","0.007472686935216188"
"3356","0.006997124059125781","0.0068378811702132225","0.00715636694803834"
"3407","0.0073754501063376665","0.006597001571208239","0.008153898641467094"
"3458","0.00698822014965117","0.006699227262288332","0.007277213037014008"
"3509","0.007035139482468367","0.00698834890499711","0.007081930059939623"
"3560","0.006898639490827918","0.0066202362067997456","0.0071770427748560905"
"3611","0.007048611994832754","0.007021734956651926","0.007075489033013582"
"3662","0.007091353880241513","0.007058392744511366","0.007124315015971661"
"3713","0.007014204282313585","0.006634805351495743","0.007393603213131428"
"3764","0.007074224296957254","0.006995195057243109","0.0071532535366714"
"3815","0.006959476275369525","0.006619623862206936","0.007299328688532114"
"3866","0.00692336680367589","0.006755664013326168","0.007091069594025612"
"3917","0.006759661249816418","0.0066961017437279224","0.006823220755904913"
"3968","0.006789605366066098","0.006435309071093798","0.007143901661038399"
